# Residuals  
# Time       	Ux           	Uy           	p            
1            	1.000000e+00	9.909730e-01	1.000000e+00
2            	2.865620e-01	3.180690e-01	2.721410e-01
3            	1.570950e-01	1.830870e-01	1.176980e-01
4            	1.052260e-01	1.221040e-01	6.416220e-02
5            	7.731920e-02	8.920410e-02	3.883160e-02
6            	5.939330e-02	6.884750e-02	2.536980e-02
7            	4.718970e-02	5.522500e-02	1.772990e-02
8            	3.872940e-02	4.559340e-02	1.437530e-02
9            	3.260770e-02	3.849710e-02	1.204370e-02
10           	2.798880e-02	3.310030e-02	1.016840e-02
11           	2.437320e-02	2.888850e-02	8.673140e-03
12           	2.146850e-02	2.552920e-02	7.469290e-03
13           	1.910700e-02	2.280110e-02	6.520530e-03
14           	1.713110e-02	2.055140e-02	5.796980e-03
15           	1.547740e-02	1.866910e-02	5.199620e-03
16           	1.412730e-02	1.707530e-02	4.706490e-03
17           	1.297880e-02	1.571170e-02	4.286240e-03
18           	1.198090e-02	1.453390e-02	3.929330e-03
19           	1.110550e-02	1.350670e-02	3.634180e-03
20           	1.033820e-02	1.260380e-02	3.369800e-03
21           	9.653520e-03	1.180460e-02	3.136340e-03
22           	9.043990e-03	1.109270e-02	2.926210e-03
23           	8.492240e-03	1.045500e-02	2.734880e-03
24           	7.993460e-03	9.880390e-03	2.570020e-03
25           	7.539040e-03	9.360070e-03	2.423430e-03
26           	7.123250e-03	8.886780e-03	2.291050e-03
27           	6.745230e-03	8.454600e-03	2.168480e-03
28           	6.409520e-03	8.058280e-03	2.056570e-03
29           	6.103990e-03	7.693740e-03	1.952800e-03
30           	5.825330e-03	7.357290e-03	1.856870e-03
31           	5.567350e-03	7.045700e-03	1.768740e-03
32           	5.330160e-03	6.756350e-03	1.688560e-03
33           	5.109070e-03	6.486880e-03	1.613450e-03
34           	4.904170e-03	6.235310e-03	1.542730e-03
35           	4.712260e-03	5.999930e-03	1.476630e-03
36           	4.532650e-03	5.779210e-03	1.416210e-03
37           	4.363820e-03	5.571840e-03	1.359720e-03
38           	4.204210e-03	5.376650e-03	1.306950e-03
39           	4.053470e-03	5.192630e-03	1.257770e-03
40           	3.910260e-03	5.018860e-03	1.212430e-03
41           	3.774050e-03	4.854460e-03	1.170140e-03
42           	3.644520e-03	4.698690e-03	1.129990e-03
43           	3.520940e-03	4.550910e-03	1.092080e-03
44           	3.403050e-03	4.410510e-03	1.056370e-03
45           	3.292020e-03	4.276960e-03	1.022440e-03
46           	3.188810e-03	4.149770e-03	9.900080e-04
47           	3.091420e-03	4.028500e-03	9.589480e-04
48           	2.998780e-03	3.912750e-03	9.291430e-04
49           	2.911040e-03	3.802150e-03	9.005080e-04
50           	2.827240e-03	3.696370e-03	8.731720e-04
51           	2.747640e-03	3.595110e-03	8.469280e-04
52           	2.671380e-03	3.498080e-03	8.218270e-04
53           	2.598520e-03	3.405040e-03	7.981670e-04
54           	2.528740e-03	3.315760e-03	7.757880e-04
55           	2.461340e-03	3.230000e-03	7.543960e-04
56           	2.396560e-03	3.147570e-03	7.337190e-04
57           	2.334140e-03	3.068270e-03	7.137310e-04
58           	2.273840e-03	2.991950e-03	6.945340e-04
59           	2.215630e-03	2.918450e-03	6.760530e-04
60           	2.159350e-03	2.847610e-03	6.583660e-04
61           	2.104890e-03	2.779300e-03	6.417650e-04
62           	2.052190e-03	2.713390e-03	6.257890e-04
63           	2.001260e-03	2.649750e-03	6.103310e-04
64           	1.951940e-03	2.588280e-03	5.955430e-04
65           	1.904120e-03	2.528890e-03	5.811830e-04
66           	1.857750e-03	2.471450e-03	5.672440e-04
67           	1.812820e-03	2.415880e-03	5.538020e-04
68           	1.769270e-03	2.362090e-03	5.407470e-04
69           	1.727050e-03	2.310000e-03	5.281330e-04
70           	1.686110e-03	2.259530e-03	5.158850e-04
71           	1.646500e-03	2.210610e-03	5.040010e-04
72           	1.609180e-03	2.163180e-03	4.924510e-04
73           	1.573590e-03	2.117170e-03	4.812120e-04
74           	1.539500e-03	2.072520e-03	4.705760e-04
75           	1.506820e-03	2.029180e-03	4.602840e-04
76           	1.475310e-03	1.987090e-03	4.503930e-04
77           	1.444670e-03	1.946200e-03	4.407610e-04
78           	1.414910e-03	1.906470e-03	4.313660e-04
79           	1.386000e-03	1.867850e-03	4.222010e-04
80           	1.357790e-03	1.830290e-03	4.132850e-04
81           	1.330360e-03	1.793760e-03	4.046230e-04
82           	1.303670e-03	1.758210e-03	3.961770e-04
83           	1.277630e-03	1.723610e-03	3.879390e-04
84           	1.252250e-03	1.689940e-03	3.799330e-04
85           	1.227550e-03	1.657140e-03	3.721430e-04
86           	1.203430e-03	1.625190e-03	3.645560e-04
87           	1.179880e-03	1.594060e-03	3.571510e-04
88           	1.156920e-03	1.563720e-03	3.499200e-04
89           	1.134510e-03	1.534150e-03	3.428710e-04
90           	1.112610e-03	1.505310e-03	3.360490e-04
91           	1.091220e-03	1.477180e-03	3.294470e-04
92           	1.070320e-03	1.449740e-03	3.229960e-04
93           	1.049910e-03	1.422970e-03	3.167040e-04
94           	1.029950e-03	1.396830e-03	3.105620e-04
95           	1.010430e-03	1.371320e-03	3.045590e-04
96           	9.913430e-04	1.346410e-03	2.986890e-04
97           	9.726800e-04	1.322080e-03	2.929500e-04
98           	9.544310e-04	1.298310e-03	2.873380e-04
99           	9.365860e-04	1.275090e-03	2.819050e-04
100          	9.191340e-04	1.252400e-03	2.766140e-04
101          	9.020640e-04	1.230220e-03	2.714370e-04
102          	8.853660e-04	1.208540e-03	2.663700e-04
103          	8.690290e-04	1.187350e-03	2.614120e-04
104          	8.530440e-04	1.166620e-03	2.565820e-04
105          	8.374110e-04	1.146340e-03	2.518960e-04
106          	8.221220e-04	1.126500e-03	2.473070e-04
107          	8.071810e-04	1.107090e-03	2.428160e-04
108          	7.926050e-04	1.088100e-03	2.384310e-04
109          	7.784800e-04	1.069510e-03	2.341420e-04
110          	7.649110e-04	1.051320e-03	2.299400e-04
111          	7.517360e-04	1.033510e-03	2.258230e-04
112          	7.388960e-04	1.016070e-03	2.217890e-04
113          	7.263460e-04	9.989900e-04	2.178390e-04
114          	7.141090e-04	9.822620e-04	2.139800e-04
115          	7.021150e-04	9.658750e-04	2.102090e-04
116          	6.903960e-04	9.498200e-04	2.065140e-04
117          	6.789180e-04	9.340890e-04	2.028990e-04
118          	6.676550e-04	9.186730e-04	1.993650e-04
119          	6.566460e-04	9.035640e-04	1.959060e-04
120          	6.458470e-04	8.887530e-04	1.925160e-04
121          	6.352470e-04	8.742330e-04	1.891920e-04
122          	6.248540e-04	8.599990e-04	1.859390e-04
123          	6.146730e-04	8.460430e-04	1.827550e-04
124          	6.046760e-04	8.323570e-04	1.796320e-04
125          	5.948590e-04	8.189340e-04	1.765780e-04
126          	5.852220e-04	8.057670e-04	1.735870e-04
127          	5.757760e-04	7.928500e-04	1.706570e-04
128          	5.664990e-04	7.801780e-04	1.677900e-04
129          	5.573690e-04	7.677480e-04	1.639010e-04
130          	5.484340e-04	7.555430e-04	1.615830e-04
131          	5.396440e-04	7.435680e-04	1.589390e-04
132          	5.310170e-04	7.318160e-04	1.562870e-04
133          	5.225410e-04	7.202800e-04	1.536890e-04
134          	5.142140e-04	7.089550e-04	1.511500e-04
135          	5.060320e-04	6.978360e-04	1.486750e-04
136          	4.979930e-04	6.869190e-04	1.462520e-04
137          	4.900930e-04	6.762000e-04	1.438720e-04
138          	4.823320e-04	6.656730e-04	1.415390e-04
139          	4.747070e-04	6.553350e-04	1.392510e-04
140          	4.672130e-04	6.451810e-04	1.370070e-04
141          	4.598490e-04	6.352080e-04	1.348020e-04
142          	4.526100e-04	6.254100e-04	1.326390e-04
143          	4.454960e-04	6.157850e-04	1.305130e-04
144          	4.385040e-04	6.063280e-04	1.284260e-04
145          	4.316310e-04	5.970360e-04	1.263740e-04
146          	4.248760e-04	5.879050e-04	1.243590e-04
147          	4.182350e-04	5.789320e-04	1.223810e-04
148          	4.117060e-04	5.701140e-04	1.204390e-04
149          	4.052880e-04	5.614470e-04	1.185320e-04
150          	3.989790e-04	5.529280e-04	1.166580e-04
151          	3.927750e-04	5.445540e-04	1.148180e-04
152          	3.866770e-04	5.363220e-04	1.130120e-04
153          	3.806830e-04	5.282300e-04	1.112490e-04
154          	3.747890e-04	5.202730e-04	1.095160e-04
155          	3.689970e-04	5.124500e-04	1.078120e-04
156          	3.633040e-04	5.047580e-04	1.061380e-04
157          	3.577060e-04	4.971940e-04	1.044930e-04
158          	3.522080e-04	4.897560e-04	1.028780e-04
159          	3.468030e-04	4.824420e-04	1.012890e-04
160          	3.414910e-04	4.752480e-04	9.972990e-05
161          	3.362750e-04	4.681720e-04	9.819830e-05
162          	3.311450e-04	4.612130e-04	9.669240e-05
163          	3.261120e-04	4.543670e-04	9.521130e-05
164          	3.211630e-04	4.476330e-04	9.375460e-05
165          	3.163080e-04	4.410080e-04	9.232170e-05
166          	3.115430e-04	4.344900e-04	9.091240e-05
167          	3.068650e-04	4.280780e-04	8.952780e-05
168          	3.022780e-04	4.217690e-04	8.816670e-05
169          	2.977770e-04	4.155610e-04	8.682810e-05
170          	2.933550e-04	4.094520e-04	8.551250e-05
171          	2.890200e-04	4.034420e-04	8.421910e-05
172          	2.847550e-04	3.975260e-04	8.294730e-05
173          	2.805720e-04	3.917050e-04	8.169610e-05
174          	2.764540e-04	3.859760e-04	8.046490e-05
175          	2.724100e-04	3.803380e-04	7.925470e-05
176          	2.684330e-04	3.747880e-04	7.806420e-05
177          	2.645170e-04	3.693260e-04	7.689260e-05
178          	2.606650e-04	3.639500e-04	7.573970e-05
179          	2.568800e-04	3.586570e-04	7.460520e-05
180          	2.531530e-04	3.534470e-04	7.348870e-05
181          	2.494810e-04	3.483190e-04	7.239000e-05
182          	2.458670e-04	3.432710e-04	7.130870e-05
183          	2.423150e-04	3.383010e-04	7.024570e-05
184          	2.388160e-04	3.334070e-04	6.919950e-05
185          	2.353700e-04	3.285900e-04	6.816990e-05
186          	2.319750e-04	3.238460e-04	6.715640e-05
187          	2.286310e-04	3.191760e-04	6.615960e-05
188          	2.253400e-04	3.145770e-04	6.517860e-05
189          	2.221000e-04	3.100490e-04	6.421390e-05
190          	2.189090e-04	3.055900e-04	6.326430e-05
191          	2.157650e-04	3.011990e-04	6.233120e-05
192          	2.126670e-04	2.968750e-04	6.141330e-05
193          	2.096150e-04	2.926160e-04	6.050970e-05
194          	2.066080e-04	2.884220e-04	5.962040e-05
195          	2.036490e-04	2.842920e-04	5.874540e-05
196          	2.007350e-04	2.802240e-04	5.788380e-05
197          	1.978630e-04	2.762170e-04	5.703550e-05
198          	1.950340e-04	2.722710e-04	5.620030e-05
199          	1.922460e-04	2.683850e-04	5.537780e-05
200          	1.895000e-04	2.645560e-04	5.456800e-05
201          	1.867940e-04	2.607850e-04	5.377060e-05
202          	1.841280e-04	2.570710e-04	5.298580e-05
203          	1.815020e-04	2.534120e-04	5.221320e-05
204          	1.789160e-04	2.498070e-04	5.145240e-05
205          	1.763670e-04	2.462570e-04	5.070320e-05
206          	1.738560e-04	2.427590e-04	4.996540e-05
207          	1.713820e-04	2.393130e-04	4.923880e-05
208          	1.689440e-04	2.359180e-04	4.852320e-05
209          	1.665410e-04	2.325740e-04	4.781850e-05
210          	1.641740e-04	2.292790e-04	4.712540e-05
211          	1.618420e-04	2.260320e-04	4.644490e-05
212          	1.595430e-04	2.228340e-04	4.577470e-05
213          	1.572780e-04	2.196830e-04	4.511440e-05
214          	1.550460e-04	2.165780e-04	4.446410e-05
215          	1.528470e-04	2.135190e-04	4.382350e-05
216          	1.506790e-04	2.105040e-04	4.319240e-05
217          	1.485430e-04	2.075340e-04	4.257080e-05
218          	1.464380e-04	2.046080e-04	4.195840e-05
219          	1.443640e-04	2.017240e-04	4.135540e-05
220          	1.423200e-04	1.988820e-04	4.076150e-05
221          	1.403060e-04	1.960820e-04	4.017680e-05
222          	1.383210e-04	1.933230e-04	3.960100e-05
223          	1.363650e-04	1.906040e-04	3.903380e-05
224          	1.344370e-04	1.879240e-04	3.847490e-05
225          	1.325370e-04	1.852840e-04	3.792430e-05
226          	1.306650e-04	1.826810e-04	3.738180e-05
227          	1.288190e-04	1.801170e-04	3.684730e-05
228          	1.270010e-04	1.775890e-04	3.632080e-05
229          	1.252090e-04	1.750980e-04	3.580190e-05
230          	1.234420e-04	1.726440e-04	3.529080e-05
231          	1.217010e-04	1.702240e-04	3.478710e-05
232          	1.199860e-04	1.678400e-04	3.429090e-05
233          	1.182950e-04	1.654900e-04	3.380190e-05
234          	1.166280e-04	1.631740e-04	3.332030e-05
235          	1.149860e-04	1.608910e-04	3.284590e-05
236          	1.133670e-04	1.586410e-04	3.237850e-05
237          	1.117710e-04	1.564230e-04	3.191790e-05
238          	1.101990e-04	1.542370e-04	3.146410e-05
239          	1.086490e-04	1.520830e-04	3.101690e-05
240          	1.071210e-04	1.499590e-04	3.057620e-05
241          	1.056150e-04	1.478660e-04	3.014200e-05
242          	1.041320e-04	1.458030e-04	2.971410e-05
243          	1.026690e-04	1.437690e-04	2.929380e-05
244          	1.012270e-04	1.417650e-04	2.887990e-05
245          	9.980640e-05	1.397890e-04	2.847210e-05
246          	9.840580e-05	1.378410e-04	2.807010e-05
247          	9.702570e-05	1.359210e-04	2.767400e-05
248          	9.566550e-05	1.340280e-04	2.728360e-05
249          	9.432480e-05	1.321620e-04	2.689880e-05
250          	9.300330e-05	1.303230e-04	2.651960e-05
251          	9.170060e-05	1.285100e-04	2.614590e-05
