# Residuals  
# Time       	Ux           	Uy           	p            
513          	5.271230e-11	3.285240e-11	5.289450e-07
514          	5.199390e-11	3.257820e-11	5.289450e-07
515          	5.128530e-11	3.230620e-11	5.289450e-07
516          	5.058610e-11	3.203770e-11	5.289450e-07
517          	4.989640e-11	3.177190e-11	5.289450e-07
518          	4.921610e-11	3.150800e-11	5.289450e-07
519          	4.854480e-11	3.124610e-11	5.289450e-07
520          	4.788260e-11	3.098610e-11	5.289450e-07
521          	4.722940e-11	3.072910e-11	5.289450e-07
522          	4.658500e-11	3.047470e-11	5.289450e-07
523          	4.594930e-11	3.022230e-11	5.289450e-07
524          	4.532210e-11	2.997220e-11	5.289450e-07
525          	4.470350e-11	2.972400e-11	5.289450e-07
526          	4.409320e-11	2.947760e-11	5.289450e-07
527          	4.349110e-11	2.923250e-11	5.289440e-07
528          	4.289710e-11	2.898970e-11	5.289440e-07
529          	4.231120e-11	2.874870e-11	5.289440e-07
530          	4.173320e-11	2.850900e-11	5.289440e-07
531          	4.116300e-11	2.827140e-11	5.289440e-07
532          	4.060050e-11	2.803540e-11	5.289440e-07
533          	4.004570e-11	2.780110e-11	5.289440e-07
534          	3.949830e-11	2.756810e-11	5.289430e-07
535          	3.895840e-11	2.733640e-11	5.289430e-07
536          	3.842570e-11	2.710640e-11	5.289430e-07
537          	3.790030e-11	2.687790e-11	5.289430e-07
538          	3.738190e-11	2.665120e-11	5.289420e-07
539          	3.687060e-11	2.642570e-11	5.289420e-07
540          	3.636620e-11	2.620150e-11	5.289420e-07
541          	3.586860e-11	2.597890e-11	5.289420e-07
542          	3.537780e-11	2.575770e-11	5.289420e-07
543          	3.489360e-11	2.553770e-11	5.289410e-07
544          	3.441600e-11	2.531910e-11	5.289410e-07
545          	3.394480e-11	2.510200e-11	5.289410e-07
546          	3.348010e-11	2.488610e-11	5.289400e-07
547          	3.302160e-11	2.467220e-11	5.289400e-07
548          	3.256940e-11	2.445960e-11	5.289400e-07
549          	3.212330e-11	2.424830e-11	5.289400e-07
550          	3.168320e-11	2.403830e-11	5.289390e-07
551          	3.124910e-11	2.382970e-11	5.289390e-07
552          	3.082090e-11	2.362240e-11	5.289390e-07
553          	3.039850e-11	2.341650e-11	5.289380e-07
554          	2.998190e-11	2.321180e-11	5.289380e-07
555          	2.957080e-11	2.300840e-11	5.289380e-07
556          	2.916540e-11	2.280630e-11	5.289370e-07
557          	2.876550e-11	2.260550e-11	5.289370e-07
558          	2.837100e-11	2.240630e-11	5.289370e-07
559          	2.798190e-11	2.220840e-11	5.289360e-07
560          	2.759800e-11	2.201190e-11	5.289360e-07
561          	2.721940e-11	2.181660e-11	5.289350e-07
562          	2.684590e-11	2.162280e-11	5.289350e-07
563          	2.647750e-11	2.143020e-11	5.289350e-07
564          	2.611410e-11	2.123890e-11	5.289340e-07
565          	2.575560e-11	2.104890e-11	5.289340e-07
566          	2.540200e-11	2.086010e-11	5.289340e-07
567          	2.505320e-11	2.067260e-11	5.289330e-07
568          	2.470920e-11	2.048660e-11	5.289330e-07
569          	2.436980e-11	2.030190e-11	5.289330e-07
570          	2.403500e-11	2.011850e-11	5.289320e-07
571          	2.370490e-11	1.993630e-11	5.289320e-07
572          	2.337920e-11	1.975590e-11	5.289310e-07
573          	2.305790e-11	1.957680e-11	5.289310e-07
574          	2.274100e-11	1.939900e-11	5.289310e-07
575          	2.242850e-11	1.922250e-11	5.289300e-07
576          	2.212020e-11	1.904720e-11	5.289300e-07
577          	2.181600e-11	1.887330e-11	5.289290e-07
578          	2.151600e-11	1.870070e-11	5.289290e-07
579          	2.122010e-11	1.852930e-11	5.289290e-07
580          	2.092830e-11	1.835910e-11	5.289280e-07
581          	2.064040e-11	1.819020e-11	5.289280e-07
582          	2.035640e-11	1.802250e-11	5.289270e-07
583          	2.007640e-11	1.785600e-11	5.289270e-07
584          	1.980010e-11	1.769070e-11	5.289270e-07
585          	1.952760e-11	1.752670e-11	5.289260e-07
586          	1.925880e-11	1.736370e-11	5.289260e-07
587          	1.899360e-11	1.720210e-11	5.289250e-07
588          	1.873220e-11	1.704180e-11	5.289250e-07
589          	1.847420e-11	1.688260e-11	5.289250e-07
590          	1.821980e-11	1.672470e-11	5.289240e-07
591          	1.796890e-11	1.656800e-11	5.289240e-07
592          	1.772130e-11	1.641240e-11	5.289230e-07
593          	1.747720e-11	1.625800e-11	5.289230e-07
594          	1.723640e-11	1.610490e-11	5.289220e-07
595          	1.699880e-11	1.595290e-11	5.289220e-07
596          	1.676460e-11	1.580220e-11	5.289220e-07
597          	1.653350e-11	1.565260e-11	5.289210e-07
598          	1.630560e-11	1.550420e-11	5.289210e-07
599          	1.608080e-11	1.535700e-11	5.289200e-07
600          	1.585910e-11	1.521100e-11	5.289200e-07
601          	1.564030e-11	1.506620e-11	5.289200e-07
602          	1.542460e-11	1.492250e-11	5.289190e-07
603          	1.521180e-11	1.477990e-11	5.289190e-07
604          	1.500200e-11	1.463850e-11	5.289180e-07
605          	1.479500e-11	1.449820e-11	5.289180e-07
606          	1.459080e-11	1.435900e-11	5.289180e-07
607          	1.438950e-11	1.422090e-11	5.289170e-07
608          	1.419080e-11	1.408400e-11	5.289170e-07
609          	1.399490e-11	1.394810e-11	5.289160e-07
610          	1.380170e-11	1.381340e-11	5.289160e-07
611          	1.361110e-11	1.367980e-11	5.289160e-07
612          	1.342310e-11	1.354720e-11	5.289150e-07
613          	1.323780e-11	1.341580e-11	5.289150e-07
614          	1.305490e-11	1.328540e-11	5.289140e-07
615          	1.287460e-11	1.315610e-11	5.289140e-07
616          	1.269670e-11	1.302790e-11	5.289140e-07
617          	1.252120e-11	1.290070e-11	5.289130e-07
618          	1.234820e-11	1.277460e-11	5.289130e-07
619          	1.217750e-11	1.264950e-11	5.289130e-07
620          	1.200920e-11	1.252550e-11	5.289120e-07
621          	1.184310e-11	1.240250e-11	5.289120e-07
622          	1.167940e-11	1.228050e-11	5.289110e-07
623          	1.151790e-11	1.215960e-11	5.289110e-07
624          	1.135860e-11	1.203970e-11	5.289110e-07
625          	1.120140e-11	1.192090e-11	5.289100e-07
626          	1.104650e-11	1.180300e-11	5.289100e-07
627          	1.089370e-11	1.168620e-11	5.289100e-07
628          	1.074290e-11	1.157030e-11	5.289090e-07
629          	1.059420e-11	1.145550e-11	5.289090e-07
630          	1.044760e-11	1.134160e-11	5.289080e-07
631          	1.030300e-11	1.122880e-11	5.289080e-07
632          	1.016030e-11	1.111690e-11	5.289080e-07
633          	1.001970e-11	1.100600e-11	5.289070e-07
634          	9.880890e-12	1.089600e-11	5.289070e-07
635          	9.744070e-12	1.078700e-11	5.289070e-07
636          	9.609100e-12	1.067900e-11	5.289060e-07
637          	9.475980e-12	1.057190e-11	5.289060e-07
638          	9.344710e-12	1.046570e-11	5.289060e-07
639          	9.215210e-12	1.036050e-11	5.289050e-07
640          	9.087500e-12	1.025630e-11	5.289050e-07
641          	8.961540e-12	1.015290e-11	5.289050e-07
642          	8.837340e-12	1.005050e-11	5.289040e-07
643          	8.714790e-12	9.948950e-12	5.289040e-07
644          	8.593960e-12	9.848290e-12	5.289040e-07
645          	8.474830e-12	9.748610e-12	5.289030e-07
646          	8.357270e-12	9.649760e-12	5.289030e-07
647          	8.241350e-12	9.551840e-12	5.289030e-07
648          	8.127000e-12	9.454770e-12	5.289020e-07
649          	8.014300e-12	9.358560e-12	5.289020e-07
650          	7.903090e-12	9.263230e-12	5.289020e-07
651          	7.793380e-12	9.168850e-12	5.289010e-07
652          	7.685220e-12	9.075220e-12	5.289010e-07
653          	7.578570e-12	8.982530e-12	5.289010e-07
654          	7.473350e-12	8.890580e-12	5.289000e-07
655          	7.369590e-12	8.799550e-12	5.289000e-07
656          	7.267260e-12	8.709360e-12	5.289000e-07
657          	7.166330e-12	8.619980e-12	5.288990e-07
658          	7.066810e-12	8.531420e-12	5.288990e-07
659          	6.968630e-12	8.443640e-12	5.288990e-07
660          	6.871840e-12	8.356730e-12	5.288980e-07
661          	6.776360e-12	8.270580e-12	5.288980e-07
662          	6.682190e-12	8.185240e-12	5.288980e-07
663          	6.589330e-12	8.100710e-12	5.288970e-07
664          	6.497750e-12	8.016900e-12	5.288970e-07
665          	6.407440e-12	7.933960e-12	5.288970e-07
666          	6.318310e-12	7.851750e-12	5.288970e-07
667          	6.230470e-12	7.770340e-12	5.288960e-07
668          	6.143830e-12	7.689620e-12	5.288960e-07
669          	6.058370e-12	7.609740e-12	5.288960e-07
670          	5.974090e-12	7.530560e-12	5.288950e-07
671          	5.890980e-12	7.452180e-12	5.288950e-07
672          	5.809020e-12	7.374440e-12	5.288950e-07
673          	5.728180e-12	7.297540e-12	5.288950e-07
674          	5.648450e-12	7.221330e-12	5.288940e-07
675          	5.569830e-12	7.145800e-12	5.288940e-07
676          	5.492310e-12	7.071090e-12	5.288940e-07
677          	5.415840e-12	6.996990e-12	5.288930e-07
678          	5.340430e-12	6.923640e-12	5.288930e-07
679          	5.266070e-12	6.851020e-12	5.288930e-07
680          	5.192740e-12	6.779030e-12	5.288930e-07
681          	5.120340e-12	6.707760e-12	5.288920e-07
682          	5.049070e-12	6.637200e-12	5.288920e-07
683          	4.978730e-12	6.567330e-12	5.288920e-07
684          	4.909330e-12	6.498090e-12	5.288920e-07
685          	4.840880e-12	6.429500e-12	5.288910e-07
686          	4.773450e-12	6.361610e-12	5.288910e-07
687          	4.706870e-12	6.294380e-12	5.288910e-07
688          	4.641250e-12	6.227780e-12	5.288910e-07
689          	4.576550e-12	6.161840e-12	5.288900e-07
690          	4.512690e-12	6.096560e-12	5.288900e-07
691          	4.449810e-12	6.031930e-12	5.288900e-07
692          	4.387690e-12	5.967810e-12	5.288900e-07
693          	4.326530e-12	5.904420e-12	5.288890e-07
694          	4.266150e-12	5.841640e-12	5.288890e-07
695          	4.206620e-12	5.779480e-12	5.288890e-07
696          	4.147870e-12	5.717910e-12	5.288890e-07
697          	4.090010e-12	5.656970e-12	5.288880e-07
698          	4.032890e-12	5.596600e-12	5.288880e-07
699          	3.976630e-12	5.536820e-12	5.288880e-07
700          	3.921080e-12	5.477640e-12	5.288880e-07
701          	3.866320e-12	5.419090e-12	5.288870e-07
702          	3.812340e-12	5.361050e-12	5.288870e-07
703          	3.759060e-12	5.303660e-12	5.288870e-07
704          	3.706580e-12	5.246810e-12	5.288870e-07
705          	3.654770e-12	5.190490e-12	5.288870e-07
706          	3.603710e-12	5.134750e-12	5.288860e-07
707          	3.553360e-12	5.079540e-12	5.288860e-07
708          	3.503660e-12	5.024940e-12	5.288860e-07
709          	3.454680e-12	4.970840e-12	5.288860e-07
710          	3.406380e-12	4.917320e-12	5.288850e-07
711          	3.358770e-12	4.864270e-12	5.288850e-07
712          	3.311780e-12	4.811810e-12	5.288850e-07
713          	3.265470e-12	4.759890e-12	5.288850e-07
714          	3.219800e-12	4.708440e-12	5.288850e-07
715          	3.174760e-12	4.657520e-12	5.288840e-07
716          	3.130350e-12	4.607100e-12	5.288840e-07
717          	3.086550e-12	4.557220e-12	5.288840e-07
718          	3.043310e-12	4.507890e-12	5.288840e-07
719          	3.000760e-12	4.458920e-12	5.288840e-07
720          	2.958720e-12	4.410530e-12	5.288830e-07
721          	2.917270e-12	4.362640e-12	5.288830e-07
722          	2.876430e-12	4.315220e-12	5.288830e-07
723          	2.836150e-12	4.268280e-12	5.288830e-07
724          	2.796440e-12	4.221820e-12	5.288830e-07
725          	2.757250e-12	4.175870e-12	5.288830e-07
726          	2.718610e-12	4.130350e-12	5.288820e-07
727          	2.680550e-12	4.085310e-12	5.288820e-07
728          	2.642950e-12	4.040750e-12	5.288820e-07
729          	2.605950e-12	3.996570e-12	5.288820e-07
730          	2.569390e-12	3.952900e-12	5.288820e-07
731          	2.533370e-12	3.909670e-12	5.288810e-07
732          	2.497870e-12	3.866840e-12	5.288810e-07
733          	2.462830e-12	3.824510e-12	5.288810e-07
734          	2.428300e-12	3.782600e-12	5.288810e-07
735          	2.394220e-12	3.741130e-12	5.288810e-07
736          	2.360630e-12	3.700070e-12	5.288810e-07
737          	2.327510e-12	3.659430e-12	5.288800e-07
738          	2.294840e-12	3.619190e-12	5.288800e-07
739          	2.262690e-12	3.579420e-12	5.288800e-07
740          	2.230920e-12	3.540030e-12	5.288800e-07
741          	2.199590e-12	3.501100e-12	5.288800e-07
742          	2.168690e-12	3.462500e-12	5.288800e-07
743          	2.138240e-12	3.424350e-12	5.288790e-07
744          	2.108230e-12	3.386570e-12	5.288790e-07
745          	2.078610e-12	3.349180e-12	5.288790e-07
746          	2.049420e-12	3.312210e-12	5.288790e-07
747          	2.020630e-12	3.275570e-12	5.288790e-07
748          	1.992250e-12	3.239330e-12	5.288790e-07
749          	1.964250e-12	3.203500e-12	5.288790e-07
750          	1.936650e-12	3.168020e-12	5.288780e-07
751          	1.909410e-12	3.132930e-12	5.288780e-07
752          	1.882520e-12	3.098190e-12	5.288780e-07
753          	1.856110e-12	3.063850e-12	5.288780e-07
754          	1.829980e-12	3.029840e-12	5.288780e-07
755          	1.804270e-12	2.996150e-12	5.288780e-07
756          	1.778860e-12	2.962900e-12	5.288780e-07
757          	1.753870e-12	2.929900e-12	5.288770e-07
758          	1.729190e-12	2.897370e-12	5.288770e-07
759          	1.704830e-12	2.865080e-12	5.288770e-07
760          	1.680830e-12	2.833200e-12	5.288770e-07
761          	1.657190e-12	2.801580e-12	5.288770e-07
762          	1.633880e-12	2.770370e-12	5.288770e-07
763          	1.610880e-12	2.739470e-12	5.288770e-07
764          	1.588150e-12	2.708850e-12	5.288760e-07
765          	1.565830e-12	2.678610e-12	5.288760e-07
766          	1.543720e-12	2.648630e-12	5.288760e-07
767          	1.522020e-12	2.619050e-12	5.288760e-07
768          	1.500570e-12	2.589760e-12	5.288760e-07
769          	1.479410e-12	2.560780e-12	5.288760e-07
770          	1.458580e-12	2.532040e-12	5.288760e-07
771          	1.438000e-12	2.503660e-12	5.288760e-07
772          	1.417760e-12	2.475620e-12	5.288760e-07
773          	1.397740e-12	2.447840e-12	5.288750e-07
774          	1.378060e-12	2.420330e-12	5.288750e-07
775          	1.358600e-12	2.393140e-12	5.288750e-07
776          	1.339440e-12	2.366250e-12	5.288750e-07
777          	1.320550e-12	2.339660e-12	5.288750e-07
778          	1.301920e-12	2.313310e-12	5.288750e-07
779          	1.283540e-12	2.287280e-12	5.288750e-07
780          	1.265460e-12	2.261540e-12	5.288750e-07
781          	1.247610e-12	2.236030e-12	5.288740e-07
782          	1.229990e-12	2.210820e-12	5.288740e-07
783          	1.212600e-12	2.185890e-12	5.288740e-07
784          	1.195480e-12	2.161190e-12	5.288740e-07
785          	1.178610e-12	2.136800e-12	5.288740e-07
786          	1.161940e-12	2.112650e-12	5.288740e-07
787          	1.145560e-12	2.088780e-12	5.288740e-07
788          	1.129370e-12	2.065170e-12	5.288740e-07
789          	1.113400e-12	2.041770e-12	5.288740e-07
790          	1.097650e-12	2.018690e-12	5.288740e-07
791          	1.082120e-12	1.995820e-12	5.288730e-07
792          	1.066890e-12	1.973170e-12	5.288730e-07
793          	1.051750e-12	1.950800e-12	5.288730e-07
794          	1.036900e-12	1.928680e-12	5.288730e-07
795          	1.022260e-12	1.906830e-12	5.288730e-07
796          	1.007760e-12	1.885140e-12	5.288730e-07
797          	9.935170e-13	1.863730e-12	5.288730e-07
798          	9.794560e-13	1.842540e-12	5.288730e-07
799          	9.655720e-13	1.821580e-12	5.288730e-07
800          	9.519190e-13	1.800890e-12	5.288730e-07
801          	9.384720e-13	1.780360e-12	5.288730e-07
802          	9.251910e-13	1.760120e-12	5.288720e-07
803          	9.121080e-13	1.740040e-12	5.288720e-07
804          	8.991880e-13	1.720230e-12	5.288720e-07
805          	8.864540e-13	1.700610e-12	5.288720e-07
806          	8.738790e-13	1.681190e-12	5.288720e-07
807          	8.615170e-13	1.662020e-12	5.288720e-07
808          	8.493050e-13	1.642970e-12	5.288720e-07
809          	8.372730e-13	1.624200e-12	5.288720e-07
810          	8.254200e-13	1.605670e-12	5.288720e-07
811          	8.136870e-13	1.587280e-12	5.288720e-07
812          	8.021880e-13	1.569140e-12	5.288720e-07
813          	7.908020e-13	1.551140e-12	5.288720e-07
814          	7.795620e-13	1.533400e-12	5.288710e-07
815          	7.685120e-13	1.515830e-12	5.288710e-07
816          	7.576120e-13	1.498480e-12	5.288710e-07
817          	7.468810e-13	1.481300e-12	5.288710e-07
818          	7.362940e-13	1.464280e-12	5.288710e-07
819          	7.258300e-13	1.447480e-12	5.288710e-07
820          	7.155280e-13	1.430880e-12	5.288710e-07
821          	7.053770e-13	1.414430e-12	5.288710e-07
822          	6.953590e-13	1.398190e-12	5.288710e-07
823          	6.854740e-13	1.382140e-12	5.288710e-07
824          	6.757340e-13	1.366180e-12	5.288710e-07
825          	6.661260e-13	1.350490e-12	5.288710e-07
826          	6.566530e-13	1.334950e-12	5.288710e-07
827          	6.473190e-13	1.319530e-12	5.288700e-07
828          	6.381140e-13	1.304340e-12	5.288700e-07
829          	6.290710e-13	1.289300e-12	5.288700e-07
830          	6.201470e-13	1.274410e-12	5.288700e-07
831          	6.113470e-13	1.259730e-12	5.288700e-07
832          	6.026330e-13	1.245230e-12	5.288700e-07
833          	5.940480e-13	1.230830e-12	5.288700e-07
834          	5.856030e-13	1.216670e-12	5.288700e-07
835          	5.772770e-13	1.202540e-12	5.288700e-07
836          	5.690670e-13	1.188670e-12	5.288700e-07
837          	5.609820e-13	1.174930e-12	5.288700e-07
838          	5.529660e-13	1.161290e-12	5.288700e-07
839          	5.451320e-13	1.147820e-12	5.288700e-07
840          	5.373730e-13	1.134570e-12	5.288700e-07
841          	5.297110e-13	1.121420e-12	5.288700e-07
842          	5.221620e-13	1.108390e-12	5.288700e-07
843          	5.147220e-13	1.095530e-12	5.288690e-07
844          	5.074070e-13	1.082850e-12	5.288690e-07
845          	5.001340e-13	1.070270e-12	5.288690e-07
846          	4.930430e-13	1.057900e-12	5.288690e-07
847          	4.860100e-13	1.045600e-12	5.288690e-07
848          	4.790820e-13	1.033440e-12	5.288690e-07
849          	4.722660e-13	1.021400e-12	5.288690e-07
850          	4.655270e-13	1.009520e-12	5.288690e-07
851          	4.589170e-13	9.977830e-13	5.288690e-07
852          	4.522970e-13	9.862030e-13	5.288690e-07
853          	4.458680e-13	9.747290e-13	5.288690e-07
854          	4.395370e-13	9.633370e-13	5.288690e-07
855          	4.332750e-13	9.521370e-13	5.288690e-07
856          	4.270800e-13	9.410640e-13	5.288690e-07
857          	4.209660e-13	9.301000e-13	5.288690e-07
858          	4.149450e-13	9.192550e-13	5.288690e-07
859          	4.090270e-13	9.085240e-13	5.288690e-07
860          	4.031710e-13	8.979150e-13	5.288690e-07
861          	3.974560e-13	8.874410e-13	5.288690e-07
862          	3.917680e-13	8.770970e-13	5.288680e-07
863          	3.861550e-13	8.668090e-13	5.288680e-07
864          	3.806400e-13	8.566680e-13	5.288680e-07
865          	3.751840e-13	8.466370e-13	5.288680e-07
866          	3.698480e-13	8.367420e-13	5.288680e-07
867          	3.645600e-13	8.269890e-13	5.288680e-07
868          	3.593500e-13	8.173410e-13	5.288680e-07
869          	3.541990e-13	8.076950e-13	5.288680e-07
870          	3.491530e-13	7.982480e-13	5.288680e-07
871          	3.441620e-13	7.889260e-13	5.288680e-07
872          	3.392600e-13	7.796610e-13	5.288680e-07
873          	3.343580e-13	7.705480e-13	5.288680e-07
874          	3.296050e-13	7.614650e-13	5.288680e-07
875          	3.248670e-13	7.525410e-13	5.288680e-07
876          	3.202480e-13	7.437050e-13	5.288680e-07
877          	3.156520e-13	7.349430e-13	5.288680e-07
878          	3.111060e-13	7.263430e-13	5.288680e-07
879          	3.066200e-13	7.177830e-13	5.288680e-07
880          	3.022790e-13	7.093330e-13	5.288680e-07
881          	2.979440e-13	7.009970e-13	5.288680e-07
882          	2.936760e-13	6.927460e-13	5.288680e-07
883          	2.894480e-13	6.846290e-13	5.288680e-07
884          	2.853150e-13	6.765930e-13	5.288680e-07
885          	2.812540e-13	6.685820e-13	5.288680e-07
886          	2.771860e-13	6.607290e-13	5.288680e-07
887          	2.732200e-13	6.529700e-13	5.288670e-07
888          	2.692840e-13	6.452130e-13	5.288670e-07
889          	2.654410e-13	6.376350e-13	5.288670e-07
890          	2.616480e-13	6.300920e-13	5.288670e-07
891          	2.578710e-13	6.226890e-13	5.288670e-07
892          	2.542050e-13	6.153400e-13	5.288670e-07
893          	2.505110e-13	6.080730e-13	5.288670e-07
894          	2.469300e-13	6.008840e-13	5.288670e-07
895          	2.433800e-13	5.937710e-13	5.288670e-07
896          	2.399060e-13	5.867630e-13	5.288670e-07
897          	2.364060e-13	5.798370e-13	5.288670e-07
898          	2.330160e-13	5.729700e-13	5.288670e-07
899          	2.296670e-13	5.662060e-13	5.288670e-07
900          	2.263710e-13	5.594710e-13	5.288670e-07
901          	2.231350e-13	5.528700e-13	5.288670e-07
902          	2.199130e-13	5.463050e-13	5.288670e-07
903          	2.167310e-13	5.398820e-13	5.288670e-07
904          	2.136310e-13	5.334840e-13	5.288670e-07
905          	2.105420e-13	5.271060e-13	5.288670e-07
906          	2.075810e-13	5.208670e-13	5.288670e-07
907          	2.045560e-13	5.146680e-13	5.288670e-07
908          	2.016420e-13	5.085740e-13	5.288670e-07
909          	1.987370e-13	5.025390e-13	5.288670e-07
910          	1.958430e-13	4.965500e-13	5.288670e-07
911          	1.930600e-13	4.906840e-13	5.288670e-07
912          	1.902660e-13	4.848380e-13	5.288670e-07
913          	1.875340e-13	4.790710e-13	5.288670e-07
914          	1.848090e-13	4.733740e-13	5.288670e-07
915          	1.821580e-13	4.677550e-13	5.288670e-07
916          	1.794940e-13	4.622040e-13	5.288670e-07
917          	1.769330e-13	4.567060e-13	5.288670e-07
918          	1.743920e-13	4.512020e-13	5.288670e-07
919          	1.718690e-13	4.458830e-13	5.288660e-07
920          	1.693740e-13	4.405790e-13	5.288660e-07
921          	1.669680e-13	4.353290e-13	5.288660e-07
922          	1.645410e-13	4.301460e-13	5.288660e-07
923          	1.621550e-13	4.249960e-13	5.288660e-07
924          	1.598120e-13	4.199590e-13	5.288660e-07
925          	1.575070e-13	4.149340e-13	5.288660e-07
926          	1.552250e-13	4.099840e-13	5.288660e-07
927          	1.529900e-13	4.050960e-13	5.288660e-07
928          	1.507650e-13	4.002510e-13	5.288660e-07
929          	1.486150e-13	3.954740e-13	5.288660e-07
930          	1.464560e-13	3.907340e-13	5.288660e-07
931          	1.443660e-13	3.860900e-13	5.288660e-07
932          	1.422730e-13	3.815050e-13	5.288660e-07
933          	1.401910e-13	3.768990e-13	5.288660e-07
934          	1.382290e-13	3.724010e-13	5.288660e-07
935          	1.361860e-13	3.679620e-13	5.288660e-07
936          	1.342150e-13	3.635240e-13	5.288660e-07
937          	1.322640e-13	3.592150e-13	5.288660e-07
938          	1.303480e-13	3.549020e-13	5.288660e-07
939          	1.284630e-13	3.506270e-13	5.288660e-07
940          	1.266030e-13	3.464290e-13	5.288660e-07
941          	1.247770e-13	3.422920e-13	5.288660e-07
942          	1.229640e-13	3.381960e-13	5.288660e-07
943          	1.211700e-13	3.341750e-13	5.288660e-07
944          	1.194220e-13	3.301430e-13	5.288660e-07
945          	1.176960e-13	3.261520e-13	5.288660e-07
946          	1.159850e-13	3.222150e-13	5.288660e-07
947          	1.143190e-13	3.183960e-13	5.288660e-07
948          	1.126690e-13	3.145740e-13	5.288660e-07
949          	1.110220e-13	3.108000e-13	5.288660e-07
950          	1.094060e-13	3.070510e-13	5.288660e-07
951          	1.078250e-13	3.033660e-13	5.288660e-07
952          	1.062300e-13	2.997000e-13	5.288660e-07
953          	1.047430e-13	2.961270e-13	5.288660e-07
954          	1.031860e-13	2.925650e-13	5.288660e-07
955          	1.016980e-13	2.890160e-13	5.288660e-07
956          	1.002580e-13	2.855790e-13	5.288660e-07
957          	9.878920e-14	2.821320e-13	5.288660e-07
958          	9.734350e-14	2.787280e-13	5.288660e-07
959          	9.593960e-14	2.753830e-13	5.288660e-07
960          	9.455770e-14	2.720880e-13	5.288660e-07
961          	9.317530e-14	2.687920e-13	5.288660e-07
962          	9.181390e-14	2.655260e-13	5.288660e-07
963          	9.045700e-14	2.623520e-13	5.288660e-07
964          	8.918010e-14	2.591740e-13	5.288660e-07
965          	8.784760e-14	2.560440e-13	5.288660e-07
966          	8.659520e-14	2.529320e-13	5.288660e-07
967          	8.532140e-14	2.499160e-13	5.288660e-07
968          	8.409310e-14	2.469000e-13	5.288660e-07
969          	8.287690e-14	2.438950e-13	5.288660e-07
970          	8.163270e-14	2.409300e-13	5.288660e-07
971          	8.045240e-14	2.380270e-13	5.288660e-07
972          	7.928000e-14	2.351670e-13	5.288650e-07
973          	7.812060e-14	2.322750e-13	5.288650e-07
974          	7.698860e-14	2.294850e-13	5.288650e-07
975          	7.587750e-14	2.267110e-13	5.288650e-07
976          	7.477320e-14	2.239660e-13	5.288650e-07
977          	7.367040e-14	2.212410e-13	5.288650e-07
978          	7.260060e-14	2.185970e-13	5.288650e-07
979          	7.152610e-14	2.159200e-13	5.288650e-07
980          	7.050090e-14	2.133420e-13	5.288650e-07
981          	6.948300e-14	2.107400e-13	5.288650e-07
982          	6.846400e-14	2.081820e-13	5.288650e-07
983          	6.744020e-14	2.056490e-13	5.288650e-07
984          	6.650620e-14	2.031700e-13	5.288650e-07
985          	6.556730e-14	2.007240e-13	5.288650e-07
986          	6.455990e-14	1.982630e-13	5.288650e-07
987          	6.364120e-14	1.958890e-13	5.288650e-07
988          	6.271850e-14	1.934730e-13	5.288650e-07
989          	6.176560e-14	1.911740e-13	5.288650e-07
990          	6.085710e-14	1.888180e-13	5.288650e-07
991          	5.998640e-14	1.865170e-13	5.288650e-07
992          	5.913420e-14	1.843080e-13	5.288650e-07
993          	5.823520e-14	1.820420e-13	5.288650e-07
994          	5.735660e-14	1.798180e-13	5.288650e-07
995          	5.654110e-14	1.776550e-13	5.288650e-07
996          	5.575920e-14	1.754920e-13	5.288650e-07
997          	5.489520e-14	1.733300e-13	5.288650e-07
998          	5.409070e-14	1.712460e-13	5.288650e-07
999          	5.331960e-14	1.691450e-13	5.288650e-07
1000         	5.252200e-14	1.670840e-13	5.288650e-07
