# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
0.762238       	p              	-3.09096524e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.92653074e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.762238       	p_rgh          	-1.45321265e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85900032e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.762238       	U              	(-7.08408413e-01 -5.44149379e-01 -1.44784837e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.53760314e+00 2.02662387e+00 6.22905646e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.762238       	alpha.water    	-6.90455684e-06	(8.30000000e-01 2.70000000e-01 3.50000000e-01)	1	1.00000210e+00	(5.90000000e-01 3.00000000e-02 9.70000000e-01)	1
0.766434       	p              	-3.24527888e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.92894620e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.766434       	p_rgh          	-1.49445707e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85899756e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.766434       	U              	(-6.99339632e-01 -5.51438257e-01 -1.45119206e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.53723638e+00 1.97046902e+00 6.34460181e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.766434       	alpha.water    	-7.41273606e-06	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000206e+00	(5.90000000e-01 3.00000000e-02 9.70000000e-01)	1
0.770629       	p              	-3.41455636e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.93100518e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.770629       	p_rgh          	-1.54465743e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85899409e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.770629       	U              	(-6.89129788e-01 -5.58091358e-01 -1.45249789e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.53665431e+00 1.94391141e+00 6.46434321e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.770629       	alpha.water    	-8.69794140e-06	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000200e+00	(5.90000000e-01 3.00000000e-02 9.70000000e-01)	1
0.774825       	p              	-3.56018556e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.93378667e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.774825       	p_rgh          	-1.57112192e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85899353e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.774825       	U              	(-6.78299542e-01 -5.63949909e-01 -1.45201645e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.53661079e+00 1.94090973e+00 6.54565622e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.774825       	alpha.water    	-9.80186107e-06	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000193e+00	(5.90000000e-01 3.00000000e-02 9.70000000e-01)	1
0.779021       	p              	-3.62085568e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.93715125e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.779021       	p_rgh          	-1.50595618e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85899367e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.779021       	U              	(-6.67319074e-01 -5.68809703e-01 -1.44979038e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.53813397e+00 1.95116260e+00 6.57056440e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.779021       	alpha.water    	-1.07139891e-05	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000192e+00	(9.30000000e-01 3.00000000e-02 9.50000000e-01)	1
0.783217       	p              	-3.59890039e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.94110540e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.783217       	p_rgh          	-1.34393484e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85899548e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.783217       	U              	(-6.56654733e-01 -5.72529472e-01 -1.44622632e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.54034287e+00 1.96965522e+00 6.54552783e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.783217       	alpha.water    	-1.13570654e-05	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000198e+00	(9.30000000e-01 3.00000000e-02 9.50000000e-01)	1
0.787413       	p              	-3.55904394e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.94591166e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.787413       	p_rgh          	-1.21079938e+02	(5.90000000e-01 7.00000000e-02 7.30000000e-01)	1	6.85899685e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.787413       	U              	(-6.46579237e-01 -5.75117806e-01 -1.44157667e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.54291297e+00 1.99645873e+00 6.46502125e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.787413       	alpha.water    	-1.10976166e-05	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000202e+00	(9.30000000e-01 3.00000000e-02 9.50000000e-01)	1
0.791608       	p              	-3.47499848e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.95232765e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.791608       	p_rgh          	-1.22360600e+02	(5.90000000e-01 7.00000000e-02 7.30000000e-01)	1	6.85899963e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.791608       	U              	(-6.37389136e-01 -5.76621058e-01 -1.43624089e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(2.01089930e+00 2.04115188e+00 6.69522596e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.791608       	alpha.water    	-1.16958363e-05	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000208e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.794406       	p              	-3.57636410e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.92544664e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.794406       	p_rgh          	-1.16281690e+02	(5.90000000e-01 7.00000000e-02 7.30000000e-01)	1	6.85901516e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.794406       	U              	(-1.77523891e-01 -7.03149711e-01 -1.65064731e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.60959876e+00 2.05610677e+00 6.43496455e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.794406       	alpha.water    	-1.70560678e-06	(0.00000000e+00 2.90000000e-01 6.30000000e-01)	0	1.00000207e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.797203       	p              	-3.28076207e+02	(5.70000000e-01 7.00000000e-02 7.50000000e-01)	1	5.93047299e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.797203       	p_rgh          	-1.16982872e+02	(5.90000000e-01 7.00000000e-02 7.30000000e-01)	1	6.85901192e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.797203       	U              	(-1.72853089e-01 -7.02669024e-01 -1.64719743e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.62830315e+00 2.21168689e+00 6.40753739e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.797203       	alpha.water    	-2.72701438e-06	(0.00000000e+00 2.90000000e-01 6.30000000e-01)	0	1.00000208e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.8            	p              	-3.12605463e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	5.93978034e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.8            	p_rgh          	-1.16502873e+02	(5.90000000e-01 7.00000000e-02 7.30000000e-01)	1	6.85901061e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.8            	U              	(-1.69065369e-01 -7.02017161e-01 -1.64398255e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.62926181e+00 2.40913526e+00 6.18163165e-01)	(3.70000000e-01 2.30000000e-01 6.70000000e-01)	0
0.8            	alpha.water    	-2.80961053e-06	(0.00000000e+00 2.90000000e-01 6.30000000e-01)	0	1.00000209e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.803125       	p              	-3.11295403e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	5.96215271e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.803125       	p_rgh          	-1.13601661e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85902345e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.803125       	U              	(-1.65946681e-01 -7.01515647e-01 -1.64097605e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(2.29242847e+00 2.21354374e+00 7.57388146e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.803125       	alpha.water    	-3.77930652e-06	(0.00000000e+00 2.90000000e-01 5.90000000e-01)	0	1.00000207e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.806473       	p              	-3.11815305e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	5.98270268e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.806473       	p_rgh          	-1.09322656e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85902725e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.806473       	U              	(-1.63973255e-01 -7.00983096e-01 -1.63808970e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(2.31607882e+00 2.32439452e+00 7.60685241e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.806473       	alpha.water    	-5.29745212e-06	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000206e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.8101         	p              	-3.14078338e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.00468495e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.8101         	p_rgh          	-1.03841760e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85904206e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.8101         	U              	(-8.86299314e-01 -6.62074345e-01 -1.42242794e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(2.28975751e+00 2.46876971e+00 7.51648088e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.8101         	alpha.water    	-6.45133345e-06	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000206e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.81409        	p              	-3.16605544e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.02762395e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.81409        	p_rgh          	-9.55921840e+01	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85904130e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.81409        	U              	(-1.64821397e-01 -7.00077818e-01 -1.63312717e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.07573674e+00 2.95324915e+00 6.14487767e-01)	(3.70000000e-01 2.50000000e-01 6.50000000e-01)	0
0.81409        	alpha.water    	-7.58195183e-06	(0.00000000e+00 2.70000000e-01 5.90000000e-01)	0	1.00000215e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.817681       	p              	-3.18784215e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.02357704e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.817681       	p_rgh          	-8.50708769e+01	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85903798e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.817681       	U              	(-1.67404457e-01 -6.99327051e-01 -1.63070370e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.07782060e+00 2.91652002e+00 6.55348641e-01)	(3.70000000e-01 2.50000000e-01 6.50000000e-01)	0
0.817681       	alpha.water    	-5.52066918e-06	(0.00000000e+00 2.90000000e-01 5.90000000e-01)	0	1.00000223e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.821272       	p              	-3.15266655e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.03376133e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.821272       	p_rgh          	-6.77662454e+01	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.85903792e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.821272       	U              	(-1.71122858e-01 -6.98602140e-01 -1.62898660e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.05549367e+00 2.86975299e+00 6.91609911e-01)	(3.70000000e-01 2.50000000e-01 6.50000000e-01)	0
0.821272       	alpha.water    	-6.12207283e-06	(0.00000000e+00 2.90000000e-01 5.90000000e-01)	0	1.00000234e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.824863       	p              	-3.09342247e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.04375353e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.824863       	p_rgh          	-4.56854396e+01	(5.90000000e-01 7.00000000e-02 4.30000000e-01)	1	6.85903291e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.824863       	U              	(-1.75910044e-01 -6.97969167e-01 -1.62780294e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.28204941e+00 3.02354516e+00 6.64700507e-01)	(3.90000000e-01 2.70000000e-01 6.50000000e-01)	0
0.824863       	alpha.water    	-6.38203120e-06	(0.00000000e+00 2.90000000e-01 5.90000000e-01)	0	1.00000237e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.828454       	p              	-3.01452627e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.05143306e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.828454       	p_rgh          	-3.97118620e+01	(5.90000000e-01 7.00000000e-02 4.30000000e-01)	1	6.85903317e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.828454       	U              	(-3.58252671e-01 -8.39077732e-01 -1.62935777e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.24945928e+00 2.91567825e+00 6.90993193e-01)	(3.90000000e-01 2.70000000e-01 6.50000000e-01)	0
0.828454       	alpha.water    	-6.30038603e-06	(0.00000000e+00 2.90000000e-01 6.10000000e-01)	0	1.00000236e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.832045       	p              	-2.92080298e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.05993574e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.832045       	p_rgh          	-3.05240300e+01	(5.90000000e-01 7.00000000e-02 4.30000000e-01)	1	6.85902951e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.832045       	U              	(-3.66178905e-01 -8.38759177e-01 -1.63407425e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(2.16675982e+00 2.93869174e+00 7.78954807e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.832045       	alpha.water    	-6.08720174e-06	(0.00000000e+00 2.90000000e-01 6.10000000e-01)	0	1.00000230e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.835636       	p              	-2.94333749e+02	(5.90000000e-01 7.00000000e-02 7.50000000e-01)	1	6.06630709e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.835636       	p_rgh          	-1.19678209e+01	(5.90000000e-01 7.00000000e-02 4.30000000e-01)	1	6.85903001e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.835636       	U              	(-9.34318465e-01 -6.69904222e-01 -1.47677460e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(2.11517375e+00 2.98441359e+00 7.93667090e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.835636       	alpha.water    	-2.83820792e-06	(0.00000000e+00 2.90000000e-01 5.70000000e-01)	0	1.00000276e+00	(5.50000000e-01 7.00000000e-02 7.30000000e-01)	1
0.839227       	p              	-2.81417890e+02	(5.90000000e-01 7.00000000e-02 7.70000000e-01)	1	6.07118949e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.839227       	p_rgh          	-5.62228691e+00	(3.90000000e-01 2.50000000e-01 4.90000000e-01)	0	6.85902974e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.839227       	U              	(-3.82600852e-01 -8.37976294e-01 -1.64296455e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(2.06088781e+00 3.02377482e+00 8.05415265e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.839227       	alpha.water    	-4.27770946e-06	(0.00000000e+00 2.90000000e-01 5.90000000e-01)	0	1.00000219e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.842818       	p              	-2.84755619e+02	(5.90000000e-01 7.00000000e-02 7.70000000e-01)	1	6.07410897e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.842818       	p_rgh          	-5.89045740e+00	(3.90000000e-01 2.50000000e-01 4.90000000e-01)	0	6.85903005e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.842818       	U              	(-3.91022812e-01 -8.37589763e-01 -1.64698427e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.75904262e+00 2.56062507e+00 8.24741687e-01)	(3.90000000e-01 2.90000000e-01 6.70000000e-01)	0
0.842818       	alpha.water    	-3.35361718e-06	(0.00000000e+00 2.90000000e-01 5.90000000e-01)	0	1.00000222e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.846409       	p              	-2.83444474e+02	(5.90000000e-01 7.00000000e-02 7.70000000e-01)	1	6.07601916e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.846409       	p_rgh          	-6.19179384e+00	(3.90000000e-01 2.50000000e-01 4.90000000e-01)	0	6.85902990e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.846409       	U              	(-3.99171415e-01 -8.36930875e-01 -1.65073759e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(7.94715437e-01 2.38239925e+00 8.46296171e-01)	(3.70000000e-01 2.50000000e-01 6.50000000e-01)	0
0.846409       	alpha.water    	-3.49970949e-06	(0.00000000e+00 2.90000000e-01 6.70000000e-01)	0	1.00000220e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.85           	p              	-2.78538479e+02	(5.90000000e-01 7.00000000e-02 7.70000000e-01)	1	6.07761101e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.85           	p_rgh          	-6.38242989e+00	(3.90000000e-01 2.50000000e-01 4.90000000e-01)	0	6.85903089e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.85           	U              	(-4.07238129e-01 -8.36244020e-01 -1.65427872e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(7.55451881e-01 2.32743416e+00 8.73683449e-01)	(3.70000000e-01 2.50000000e-01 6.50000000e-01)	0
0.85           	alpha.water    	-5.42574189e-06	(0.00000000e+00 2.90000000e-01 6.70000000e-01)	0	1.00000222e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.853571       	p              	-2.74869710e+02	(5.90000000e-01 5.00000000e-02 7.70000000e-01)	1	6.07905401e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.853571       	p_rgh          	-6.12298356e+00	(3.90000000e-01 2.50000000e-01 4.90000000e-01)	0	6.85903157e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.853571       	U              	(-4.14814050e-01 -8.35628758e-01 -1.65781330e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.90765503e+00 3.09171045e+00 8.11840904e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.853571       	alpha.water    	-4.37926936e-06	(0.00000000e+00 2.90000000e-01 6.70000000e-01)	0	1.00000224e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.857143       	p              	-2.72517041e+02	(5.90000000e-01 5.00000000e-02 7.70000000e-01)	1	6.08042263e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.857143       	p_rgh          	-4.58380986e+00	(5.30000000e-01 3.50000000e-01 6.50000000e-01)	1	6.85903296e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.857143       	U              	(-4.21524099e-01 -8.35134648e-01 -1.66157512e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.86668748e+00 3.07864041e+00 8.12069692e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.857143       	alpha.water    	-3.64493638e-06	(0.00000000e+00 2.90000000e-01 6.70000000e-01)	0	1.00000228e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.860714       	p              	-2.72259519e+02	(7.30000000e-01 1.90000000e-01 7.10000000e-01)	1	6.08150914e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.860714       	p_rgh          	-4.51643648e+00	(5.30000000e-01 3.50000000e-01 6.50000000e-01)	1	6.85903383e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.860714       	U              	(-9.70097616e-01 -6.83108445e-01 -1.52856866e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.81943954e+00 3.05190042e+00 8.17688859e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.860714       	alpha.water    	-2.67782713e-06	(0.00000000e+00 2.90000000e-01 6.70000000e-01)	0	1.00000232e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.864286       	p              	-2.89240906e+02	(7.50000000e-01 1.90000000e-01 7.10000000e-01)	1	6.08344831e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.864286       	p_rgh          	-4.75779264e+00	(4.30000000e-01 2.50000000e-01 6.70000000e-01)	1	6.85903535e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.864286       	U              	(-9.74037212e-01 -6.84670128e-01 -1.53414435e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.76970385e+00 3.01526508e+00 8.24286992e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.864286       	alpha.water    	-2.05554629e-06	(0.00000000e+00 2.90000000e-01 6.10000000e-01)	0	1.00000236e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.867857       	p              	-3.12189845e+02	(7.50000000e-01 1.90000000e-01 7.10000000e-01)	1	6.08418540e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.867857       	p_rgh          	-5.04245751e+00	(4.30000000e-01 2.50000000e-01 6.70000000e-01)	1	6.85903645e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.867857       	U              	(-9.78053977e-01 -6.86291968e-01 -1.53977654e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.72297222e+00 2.97152675e+00 8.29366441e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.867857       	alpha.water    	-2.45328797e-06	(0.00000000e+00 3.10000000e-01 6.10000000e-01)	0	1.00000241e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.871429       	p              	-3.29735178e+02	(7.70000000e-01 1.90000000e-01 6.90000000e-01)	1	6.08413309e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.871429       	p_rgh          	-5.23847703e+00	(4.30000000e-01 2.50000000e-01 6.70000000e-01)	1	6.85903805e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.871429       	U              	(-9.81914221e-01 -6.88004012e-01 -1.54533661e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.68394308e+00 2.92653049e+00 8.31806949e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.871429       	alpha.water    	-2.27540042e-06	(0.00000000e+00 3.10000000e-01 6.10000000e-01)	0	1.00000245e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.875          	p              	-3.69777566e+02	(7.70000000e-01 1.90000000e-01 6.90000000e-01)	1	6.08375511e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.875          	p_rgh          	-5.32055207e+00	(4.30000000e-01 2.50000000e-01 6.70000000e-01)	1	6.85903985e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.875          	U              	(-9.85392211e-01 -6.89877608e-01 -1.55095868e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.65535463e+00 2.88355450e+00 8.34805913e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.875          	alpha.water    	-2.16865584e-06	(0.00000000e+00 3.10000000e-01 6.10000000e-01)	0	1.00000251e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.878571       	p              	-3.98900934e+02	(7.70000000e-01 1.90000000e-01 6.90000000e-01)	1	6.08363653e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.878571       	p_rgh          	-5.39551358e+00	(4.30000000e-01 2.50000000e-01 6.70000000e-01)	1	6.85904129e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.878571       	U              	(-9.88420417e-01 -6.91913141e-01 -1.55664710e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.13630132e+00 2.66743764e+00 9.34868146e-01)	(3.70000000e-01 2.50000000e-01 6.70000000e-01)	0
0.878571       	alpha.water    	-2.54457833e-06	(0.00000000e+00 3.10000000e-01 6.10000000e-01)	0	1.00000256e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
0.882143       	p              	-4.10352585e+02	(7.70000000e-01 1.90000000e-01 6.90000000e-01)	1	6.08505464e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
0.882143       	p_rgh          	-5.45287319e+00	(4.30000000e-01 2.50000000e-01 6.70000000e-01)	1	6.85904182e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.882143       	U              	(-9.90994864e-01 -6.94081294e-01 -1.56235904e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.63719488e+00 2.81827331e+00 8.55668892e-01)	(3.90000000e-01 2.70000000e-01 6.70000000e-01)	0
0.882143       	alpha.water    	-1.82319143e-06	(0.00000000e+00 3.10000000e-01 6.10000000e-01)	0	1.00000253e+00	(9.70000000e-01 1.30000000e-01 3.10000000e-01)	1
