# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
2.175          	U              	(-4.41613641e-01 -7.63537006e-01 -1.00577230e+00)	(3.00000000e-02 3.30000000e-01 2.70000000e-01)	0	(1.01207949e+00 7.29738477e-01 8.85149057e-01)	(2.30000000e-01 4.50000000e-01 7.50000000e-01)	0
2.175          	alpha.water    	-5.73290066e-08	(1.90000000e-01 5.30000000e-01 4.70000000e-01)	0	1.00000309e+00	(4.70000000e-01 5.00000000e-02 3.00000000e-02)	0
2.17917        	p              	-2.32838994e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	4.83210962e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.17917        	p_rgh          	-3.07181001e+00	(4.50000000e-01 3.90000000e-01 6.50000000e-01)	1	4.83210962e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.17917        	U              	(-4.24758437e-01 -7.77427960e-01 -1.05018042e+00)	(3.00000000e-02 3.30000000e-01 2.70000000e-01)	0	(1.03530500e+00 8.62141245e-01 9.05159652e-01)	(2.30000000e-01 4.50000000e-01 7.50000000e-01)	0
2.17917        	alpha.water    	-1.89575076e-07	(2.10000000e-01 4.90000000e-01 4.70000000e-01)	0	1.00000311e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.18333        	p              	-2.29528812e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	4.87699429e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.18333        	p_rgh          	-3.26034606e+00	(1.10000000e-01 3.50000000e-01 6.50000000e-01)	0	4.87699429e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.18333        	U              	(-4.08106898e-01 -7.94996041e-01 -1.08890374e+00)	(3.00000000e-02 3.30000000e-01 2.70000000e-01)	0	(1.02362506e+00 9.77189297e-01 8.69704043e-01)	(2.30000000e-01 4.50000000e-01 7.50000000e-01)	0
2.18333        	alpha.water    	-1.42260649e-09	(6.30000000e-01 3.90000000e-01 5.50000000e-01)	1	1.00000356e+00	(4.30000000e-01 1.00000000e-02 3.90000000e-01)	0
2.1875         	p              	-2.26070158e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	4.91850520e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.1875         	p_rgh          	-3.27341636e+00	(1.10000000e-01 3.50000000e-01 6.50000000e-01)	0	4.91850520e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.1875         	U              	(-3.93733074e-01 -8.16522952e-01 -1.11750707e+00)	(3.00000000e-02 3.30000000e-01 2.70000000e-01)	0	(9.72531815e-01 1.05711804e+00 8.06854760e-01)	(2.30000000e-01 4.50000000e-01 7.50000000e-01)	0
2.1875         	alpha.water    	-2.65795776e-09	(6.30000000e-01 3.90000000e-01 5.50000000e-01)	1	1.00000798e+00	(4.50000000e-01 1.00000000e-02 3.90000000e-01)	0
2.19167        	p              	-2.22334509e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	4.95899411e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.19167        	p_rgh          	-2.82945776e+00	(1.10000000e-01 3.50000000e-01 6.50000000e-01)	0	4.95899411e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.19167        	U              	(-6.07327997e-01 -8.37482200e-01 -9.45256691e-01)	(3.00000000e-02 3.30000000e-01 2.90000000e-01)	0	(8.94521272e-01 1.11535415e+00 7.44917400e-01)	(2.30000000e-01 4.50000000e-01 7.50000000e-01)	0
2.19167        	alpha.water    	-1.33698155e-07	(0.00000000e+00 4.90000000e-01 6.70000000e-01)	0	1.00000969e+00	(4.50000000e-01 1.00000000e-02 3.90000000e-01)	0
2.19583        	p              	-2.17618434e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.00192955e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.19583        	p_rgh          	-2.76565052e+00	(1.30000000e-01 3.30000000e-01 6.50000000e-01)	0	5.00192955e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.19583        	U              	(-8.91117419e-01 -8.47468113e-01 -5.64976960e-01)	(3.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(8.09883587e-01 1.14870769e+00 6.96601153e-01)	(2.30000000e-01 4.50000000e-01 7.50000000e-01)	0
2.19583        	alpha.water    	-3.77143500e-09	(3.10000000e-01 4.30000000e-01 4.30000000e-01)	0	1.00000855e+00	(4.50000000e-01 1.00000000e-02 3.90000000e-01)	0
2.2            	p              	-2.11636819e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.03205278e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.2            	p_rgh          	-6.34052024e+00	(1.30000000e-01 3.30000000e-01 6.50000000e-01)	0	5.03205278e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.2            	U              	(-8.61091811e-01 -8.88007638e-01 -5.53980607e-01)	(3.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(9.88702828e-01 1.71449883e+00 7.24003419e-01)	(7.50000000e-01 4.70000000e-01 5.00000000e-02)	2
2.2            	alpha.water    	-4.11531476e-09	(0.00000000e+00 3.70000000e-01 5.90000000e-01)	0	1.00000324e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.20455        	p              	-1.99908275e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.05685032e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.20455        	p_rgh          	-4.81962950e+00	(1.30000000e-01 3.30000000e-01 6.50000000e-01)	0	5.05685032e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.20455        	U              	(-6.10627515e-01 -6.22086132e-01 -1.15722804e+00)	(5.00000000e-02 3.30000000e-01 2.90000000e-01)	0	(1.01775256e+00 5.97491546e-01 6.25766118e-01)	(2.50000000e-01 3.70000000e-01 4.70000000e-01)	0
2.20455        	alpha.water    	-5.87989551e-07	(0.00000000e+00 3.70000000e-01 5.90000000e-01)	0	1.00000423e+00	(4.50000000e-01 1.00000000e-02 3.90000000e-01)	0
2.20909        	p              	-1.89662572e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.07576913e+03	(3.90000000e-01 0.00000000e+00 5.30000000e-01)	0
2.20909        	p_rgh          	-3.41497258e+00	(4.50000000e-01 3.90000000e-01 6.70000000e-01)	1	5.07576913e+03	(3.90000000e-01 1.00000000e-02 5.30000000e-01)	0
2.20909        	U              	(-7.98390373e-01 -9.49117426e-01 -5.51717930e-01)	(3.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(1.17610418e+00 4.91137211e-01 6.40730108e-01)	(2.50000000e-01 3.70000000e-01 4.70000000e-01)	0
2.20909        	alpha.water    	-1.11658798e-06	(0.00000000e+00 3.50000000e-01 5.90000000e-01)	0	1.00001178e+00	(4.90000000e-01 1.00000000e-02 3.70000000e-01)	0
2.21364        	p              	-1.78760120e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.12453802e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
2.21364        	p_rgh          	-4.18731010e+00	(1.50000000e-01 3.30000000e-01 6.70000000e-01)	0	5.12453802e+03	(3.70000000e-01 1.00000000e-02 5.30000000e-01)	0
2.21364        	U              	(-3.24983716e-01 -9.42244677e-01 -1.04416367e+00)	(3.00000000e-02 3.30000000e-01 2.70000000e-01)	0	(8.58984712e-01 7.22833418e-01 5.93641752e-01)	(2.90000000e-01 4.10000000e-01 8.30000000e-01)	0
2.21364        	alpha.water    	-1.94053850e-07	(0.00000000e+00 3.50000000e-01 5.70000000e-01)	0	1.00001056e+00	(0.00000000e+00 1.50000000e-01 2.50000000e-01)	0
2.21818        	p              	-1.67300865e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.19589265e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
2.21818        	p_rgh          	-4.70515943e+00	(1.70000000e-01 3.30000000e-01 6.50000000e-01)	0	5.19589265e+03	(3.70000000e-01 1.00000000e-02 5.30000000e-01)	0
2.21818        	U              	(-3.02877484e-01 -9.58566420e-01 -1.01727206e+00)	(3.00000000e-02 3.30000000e-01 2.70000000e-01)	0	(6.68804860e-01 8.81213865e-01 2.51626320e-01)	(3.30000000e-01 2.10000000e-01 4.90000000e-01)	0
2.21818        	alpha.water    	-1.71487706e-06	(0.00000000e+00 3.50000000e-01 5.90000000e-01)	0	1.00000762e+00	(4.90000000e-01 1.00000000e-02 3.90000000e-01)	0
2.22273        	p              	-1.55948949e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.24501954e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
2.22273        	p_rgh          	-3.29912904e+00	(1.50000000e-01 3.30000000e-01 6.70000000e-01)	0	5.24501954e+03	(3.70000000e-01 1.00000000e-02 5.30000000e-01)	0
2.22273        	U              	(-7.12732499e-01 -1.01393627e+00 -5.71482258e-01)	(3.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(7.70598729e-01 2.36324815e+00 3.21120768e-01)	(5.10000000e-01 3.50000000e-01 8.30000000e-01)	1
2.22273        	alpha.water    	-3.32102648e-06	(0.00000000e+00 3.50000000e-01 5.70000000e-01)	0	1.00000716e+00	(4.90000000e-01 1.00000000e-02 3.70000000e-01)	0
2.22727        	p              	-1.40050191e+02	(9.50000000e-01 3.70000000e-01 7.70000000e-01)	1	5.27481490e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
2.22727        	p_rgh          	-3.12530210e+00	(1.50000000e-01 3.30000000e-01 6.70000000e-01)	0	5.27481490e+03	(3.70000000e-01 1.00000000e-02 5.30000000e-01)	0
2.22727        	U              	(-6.87360373e-01 -1.03275368e+00 -6.04106490e-01)	(7.00000000e-02 3.50000000e-01 3.30000000e-01)	0	(7.68286544e-01 5.90535823e-01 5.53980170e-01)	(2.50000000e-01 3.50000000e-01 4.70000000e-01)	0
2.22727        	alpha.water    	-2.62294287e-07	(0.00000000e+00 3.90000000e-01 5.50000000e-01)	0	1.00000820e+00	(4.70000000e-01 1.00000000e-02 3.90000000e-01)	0
2.23182        	p              	-1.33076091e+02	(9.10000000e-01 3.50000000e-01 6.70000000e-01)	1	5.30651216e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
2.23182        	p_rgh          	-3.12103514e+00	(7.50000000e-01 3.30000000e-01 6.10000000e-01)	1	5.30651216e+03	(3.70000000e-01 1.00000000e-02 5.30000000e-01)	0
2.23182        	U              	(-8.66832472e-01 -1.05955015e+00 -5.93395906e-01)	(5.00000000e-02 3.30000000e-01 3.30000000e-01)	0	(1.00716059e+00 1.37510276e+00 7.57266179e-01)	(8.10000000e-01 2.90000000e-01 6.50000000e-01)	1
2.23182        	alpha.water    	-2.68675363e-06	(0.00000000e+00 3.70000000e-01 5.50000000e-01)	0	1.00000779e+00	(4.90000000e-01 1.00000000e-02 3.70000000e-01)	0
2.23636        	p              	-1.27190835e+02	(9.10000000e-01 3.30000000e-01 6.70000000e-01)	1	5.31130409e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
2.23636        	p_rgh          	-4.55709180e+00	(7.70000000e-01 3.10000000e-01 6.50000000e-01)	1	5.31130409e+03	(3.70000000e-01 1.00000000e-02 5.30000000e-01)	0
2.23636        	U              	(-8.60850046e-01 -1.06900574e+00 -6.11282010e-01)	(5.00000000e-02 3.30000000e-01 3.30000000e-01)	0	(1.23066362e+00 1.30062163e+00 7.31470030e-01)	(8.10000000e-01 2.90000000e-01 6.50000000e-01)	1
2.23636        	alpha.water    	-9.91358983e-07	(0.00000000e+00 3.70000000e-01 5.50000000e-01)	0	1.00003363e+00	(4.90000000e-01 1.00000000e-02 4.10000000e-01)	0
2.24091        	p              	-1.21004840e+02	(9.10000000e-01 3.30000000e-01 6.70000000e-01)	1	5.37136612e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.24091        	p_rgh          	-4.81987829e+00	(7.70000000e-01 3.10000000e-01 6.50000000e-01)	1	5.37136612e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.24091        	U              	(-6.18958366e-01 -8.55796252e-01 -1.06929604e+00)	(5.00000000e-02 3.30000000e-01 2.90000000e-01)	0	(9.11206620e-01 1.46728204e+00 7.86606334e-01)	(7.70000000e-01 5.10000000e-01 7.00000000e-02)	2
2.24091        	alpha.water    	-1.74326672e-08	(0.00000000e+00 3.50000000e-01 6.90000000e-01)	0	1.00000867e+00	(5.30000000e-01 1.00000000e-02 3.50000000e-01)	0
2.24394        	p              	-1.33827991e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.40429599e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.24394        	p_rgh          	-5.37215062e+00	(7.70000000e-01 3.10000000e-01 6.70000000e-01)	1	5.40429599e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.24394        	U              	(-7.50797315e-01 -1.03997662e+00 -7.21989123e-01)	(5.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(1.11436124e+00 1.36207753e+00 4.29493525e-01)	(7.30000000e-01 3.10000000e-01 1.10000000e-01)	1
2.24394        	alpha.water    	-1.34211027e-08	(0.00000000e+00 3.70000000e-01 5.50000000e-01)	0	1.00000331e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.24697        	p              	-1.31137967e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.39559455e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.24697        	p_rgh          	-5.54812929e+00	(7.70000000e-01 3.10000000e-01 6.70000000e-01)	1	5.39559455e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.24697        	U              	(-7.40256104e-01 -1.05501470e+00 -7.08748622e-01)	(5.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(1.16299220e+00 1.39133665e+00 4.68432602e-01)	(7.30000000e-01 3.10000000e-01 1.10000000e-01)	1
2.24697        	alpha.water    	-6.56733201e-09	(0.00000000e+00 3.50000000e-01 5.50000000e-01)	0	1.00000331e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.25           	p              	-1.40204767e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.40261127e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.25           	p_rgh          	-6.47492174e+00	(7.70000000e-01 3.10000000e-01 6.70000000e-01)	1	5.40261127e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.25           	U              	(-7.26452703e-01 -1.05766251e+00 -7.01670248e-01)	(5.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(1.17865375e+00 1.41978734e+00 5.19694051e-01)	(7.30000000e-01 3.10000000e-01 1.10000000e-01)	1
2.25           	alpha.water    	-2.97357482e-07	(0.00000000e+00 3.50000000e-01 6.70000000e-01)	0	1.00000330e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.25333        	p              	-1.28885375e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.40742258e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.25333        	p_rgh          	-6.67994116e+00	(7.70000000e-01 3.10000000e-01 6.70000000e-01)	1	5.40742258e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.25333        	U              	(-6.99583683e-01 -1.05078306e+00 -6.95085745e-01)	(5.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(9.99647528e-01 1.48677230e+00 3.84389331e-01)	(3.10000000e-01 2.30000000e-01 4.90000000e-01)	0
2.25333        	alpha.water    	-3.65617500e-07	(0.00000000e+00 3.50000000e-01 6.70000000e-01)	0	1.00000825e+00	(5.30000000e-01 1.00000000e-02 3.70000000e-01)	0
2.25692        	p              	-1.19556903e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.39665523e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.25692        	p_rgh          	-6.47367326e+00	(7.70000000e-01 3.10000000e-01 6.70000000e-01)	1	5.39665523e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.25692        	U              	(-6.61828088e-01 -1.00658733e+00 -6.88424278e-01)	(5.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(1.18560939e+00 1.44595730e+00 5.69229147e-01)	(7.30000000e-01 3.10000000e-01 1.30000000e-01)	1
2.25692        	alpha.water    	-2.95502482e-06	(0.00000000e+00 3.50000000e-01 5.10000000e-01)	0	1.00002113e+00	(5.50000000e-01 1.00000000e-02 3.70000000e-01)	1
2.26084        	p              	-1.19183086e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.37967682e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.26084        	p_rgh          	-5.68734475e+00	(7.70000000e-01 3.10000000e-01 6.70000000e-01)	1	5.37967682e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.26084        	U              	(-5.31506060e-01 -8.94678069e-01 -1.06854639e+00)	(5.00000000e-02 3.30000000e-01 2.70000000e-01)	0	(9.93870323e-01 1.21021541e+00 5.88184372e-01)	(3.10000000e-01 2.30000000e-01 4.90000000e-01)	0
2.26084        	alpha.water    	-2.40570993e-08	(0.00000000e+00 3.50000000e-01 6.90000000e-01)	0	1.00002264e+00	(4.90000000e-01 1.00000000e-02 3.90000000e-01)	0
2.2644         	p              	-1.38128276e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.34890446e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.2644         	p_rgh          	-5.95139579e+00	(7.70000000e-01 3.10000000e-01 6.90000000e-01)	1	5.34890446e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.2644         	U              	(-5.94163346e-01 -9.86927933e-01 -6.89020828e-01)	(5.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(9.69435974e-01 1.08633142e+00 6.59775873e-01)	(3.10000000e-01 2.30000000e-01 4.90000000e-01)	0
2.2644         	alpha.water    	-1.54281799e-08	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000337e+00	(4.30000000e-01 1.00000000e-02 3.90000000e-01)	0
2.26796        	p              	-1.25754287e+02	(3.50000000e-01 2.70000000e-01 7.10000000e-01)	0	5.31740610e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
2.26796        	p_rgh          	-4.10677411e+00	(7.70000000e-01 3.10000000e-01 6.90000000e-01)	1	5.31740610e+03	(3.70000000e-01 1.00000000e-02 5.50000000e-01)	0
2.26796        	U              	(-5.54450157e-01 -9.14661052e-01 -6.78372399e-01)	(5.00000000e-02 3.30000000e-01 3.10000000e-01)	0	(1.07692114e+00 1.82871049e+00 3.75772357e-01)	(3.10000000e-01 2.50000000e-01 4.90000000e-01)	0
2.26796        	alpha.water    	-2.61092932e-08	(1.50000000e-01 2.90000000e-01 3.00000000e-02)	0	1.00000363e+00	(4.90000000e-01 1.00000000e-02 3.90000000e-01)	0
2.27152        	p              	-1.17507437e+02	(3.50000000e-01 2.70000000e-01 6.90000000e-01)	0	5.27772886e+03	(3.50000000e-01 0.00000000e+00 5.50000000e-01)	0
2.27152        	p_rgh          	-4.51883847e+00	(3.10000000e-01 2.90000000e-01 4.70000000e-01)	0	5.27772886e+03	(3.50000000e-01 1.00000000e-02 5.50000000e-01)	0
2.27152        	U              	(-6.76292588e-01 -8.87501612e-01 -8.24886198e-01)	(3.30000000e-01 1.00000000e-02 5.10000000e-01)	0	(1.16709725e+00 1.57403514e+00 4.71260972e-01)	(3.10000000e-01 2.50000000e-01 4.90000000e-01)	0
2.27152        	alpha.water    	-2.53068571e-09	(0.00000000e+00 2.90000000e-01 3.00000000e-02)	0	1.00000322e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.27508        	p              	-1.27924422e+02	(3.50000000e-01 2.70000000e-01 6.90000000e-01)	0	5.25649081e+03	(3.50000000e-01 0.00000000e+00 5.70000000e-01)	0
2.27508        	p_rgh          	-6.26930293e+00	(3.10000000e-01 2.90000000e-01 4.90000000e-01)	0	5.28888966e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.27508        	U              	(-6.67064598e-01 -8.84476454e-01 -8.42442701e-01)	(3.30000000e-01 1.00000000e-02 5.10000000e-01)	0	(1.25363596e+00 1.29325192e+00 5.29650240e-01)	(3.10000000e-01 2.50000000e-01 4.90000000e-01)	0
2.27508        	alpha.water    	-1.11308138e-08	(0.00000000e+00 2.90000000e-01 3.00000000e-02)	0	1.00000324e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.27864        	p              	-1.44667236e+02	(3.50000000e-01 2.70000000e-01 6.90000000e-01)	0	5.25578291e+03	(3.50000000e-01 0.00000000e+00 5.70000000e-01)	0
2.27864        	p_rgh          	-7.30652557e+00	(3.10000000e-01 2.90000000e-01 4.90000000e-01)	0	5.29663473e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.27864        	U              	(-6.60738313e-01 -8.79116586e-01 -8.56522243e-01)	(3.30000000e-01 1.00000000e-02 5.10000000e-01)	0	(8.09577040e-01 1.60106385e+00 5.68597488e-01)	(3.30000000e-01 2.70000000e-01 4.90000000e-01)	0
2.27864        	alpha.water    	-8.39854707e-09	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000325e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.2822         	p              	-1.36213061e+02	(3.50000000e-01 2.70000000e-01 6.90000000e-01)	0	5.23555244e+03	(3.50000000e-01 0.00000000e+00 5.70000000e-01)	0
2.2822         	p_rgh          	-6.42684662e+00	(3.10000000e-01 2.90000000e-01 4.90000000e-01)	0	5.29915814e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.2822         	U              	(-5.85190943e-01 -1.02076289e+00 -5.55623134e-01)	(5.00000000e-02 3.30000000e-01 3.30000000e-01)	0	(1.05195994e+00 1.43026509e+00 6.93364418e-01)	(9.70000000e-01 9.00000000e-02 6.30000000e-01)	1
2.2822         	alpha.water    	-8.88307156e-09	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000326e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.28576        	p              	-1.14815308e+02	(3.50000000e-01 2.70000000e-01 6.90000000e-01)	0	5.19609213e+03	(3.50000000e-01 0.00000000e+00 5.70000000e-01)	0
2.28576        	p_rgh          	-4.87725761e+00	(2.90000000e-01 3.10000000e-01 4.90000000e-01)	0	5.30072760e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.28576        	U              	(-5.55666814e-01 -1.03624130e+00 -5.21910845e-01)	(5.00000000e-02 3.30000000e-01 3.30000000e-01)	0	(1.12009975e+00 1.53336447e+00 5.88860585e-01)	(9.70000000e-01 9.00000000e-02 6.10000000e-01)	1
2.28576        	alpha.water    	-1.13279108e-08	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000327e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.28932        	p              	-1.07295865e+02	(3.50000000e-01 2.70000000e-01 6.90000000e-01)	0	5.14716855e+03	(3.50000000e-01 0.00000000e+00 5.70000000e-01)	0
2.28932        	p_rgh          	-4.08267713e+00	(2.90000000e-01 3.10000000e-01 4.90000000e-01)	0	5.30058348e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.28932        	U              	(-5.92653431e-01 -1.06507378e+00 -4.28432991e-01)	(7.00000000e-02 3.30000000e-01 3.50000000e-01)	0	(9.01316309e-01 1.06322910e+00 7.37957363e-01)	(8.10000000e-01 5.50000000e-01 1.10000000e-01)	2
2.28932        	alpha.water    	-2.05352778e-08	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000469e+00	(5.30000000e-01 1.00000000e-02 3.70000000e-01)	0
2.29288        	p              	-1.16833768e+02	(3.50000000e-01 2.70000000e-01 6.70000000e-01)	0	5.10565482e+03	(3.50000000e-01 0.00000000e+00 5.70000000e-01)	0
2.29288        	p_rgh          	-3.67779572e+00	(2.90000000e-01 3.10000000e-01 4.90000000e-01)	0	5.29581566e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.29288        	U              	(-7.44009664e-01 -8.70682359e-01 -3.33097862e-01)	(5.00000000e-02 3.30000000e-01 3.50000000e-01)	0	(7.16273469e-01 1.10962168e+00 1.84202187e-01)	(5.50000000e-01 3.90000000e-01 3.00000000e-02)	0
2.29288        	alpha.water    	-2.58390021e-08	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000329e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.29644        	p              	-1.27923167e+02	(3.50000000e-01 2.70000000e-01 6.70000000e-01)	0	5.04856072e+03	(3.50000000e-01 0.00000000e+00 5.70000000e-01)	0
2.29644        	p_rgh          	-3.77339107e+00	(2.90000000e-01 3.10000000e-01 5.10000000e-01)	0	5.28595608e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.29644        	U              	(-8.03633409e-01 -8.69097070e-01 -7.51899809e-01)	(5.00000000e-02 3.10000000e-01 3.30000000e-01)	0	(1.15005388e+00 1.49904372e+00 5.76622696e-01)	(9.70000000e-01 9.00000000e-02 6.10000000e-01)	1
2.29644        	alpha.water    	-2.64779681e-08	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000373e+00	(3.90000000e-01 1.00000000e-02 4.10000000e-01)	0
2.3            	p              	-1.36893261e+02	(3.50000000e-01 2.70000000e-01 6.70000000e-01)	0	4.98172881e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
2.3            	p_rgh          	-4.86207930e+00	(2.90000000e-01 3.10000000e-01 5.10000000e-01)	0	5.27268102e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.3            	U              	(-8.93948711e-01 -9.93443764e-01 -1.49692667e+00)	(2.50000000e-01 2.50000000e-01 6.30000000e-01)	0	(7.33424936e-01 2.56624609e+00 3.39487637e-01)	(3.10000000e-01 2.70000000e-01 5.10000000e-01)	0
2.3            	alpha.water    	-2.05680849e-08	(0.00000000e+00 3.10000000e-01 5.00000000e-02)	0	1.00000325e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.30357        	p              	-1.25432574e+02	(3.50000000e-01 2.70000000e-01 6.70000000e-01)	0	4.90908788e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
2.30357        	p_rgh          	-5.85681834e+00	(2.90000000e-01 3.10000000e-01 5.10000000e-01)	0	5.25489286e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
2.30357        	U              	(-7.27765046e-01 -9.30459722e-01 -6.89158421e-01)	(5.00000000e-02 3.10000000e-01 3.30000000e-01)	0	(1.16894261e+00 1.45274083e+00 5.44969364e-01)	(9.70000000e-01 9.00000000e-02 6.10000000e-01)	1
2.30357        	alpha.water    	-2.37934242e-08	(0.00000000e+00 3.30000000e-01 5.00000000e-02)	0	1.00000327e+00	(4.70000000e-01 7.00000000e-02 3.00000000e-02)	0
2.30714        	p              	-1.13060269e+02	(3.50000000e-01 2.70000000e-01 6.70000000e-01)	0	4.85001376e+03	(3.50000000e-01 0.00000000e+00 5.90000000e-01)	0
2.30714        	p_rgh          	-7.22663824e+00	(2.90000000e-01 3.10000000e-01 5.10000000e-01)	0	5.23172539e+03	(9.90000000e-01 5.00000000e-02 6.30000000e-01)	1
