0 	1
1.0101 	1
2.0202 	1
3.0303 	1
4.0404 	1
5.05051 	1
6.06061 	1
7.07071 	1
8.08081 	1
9.09091 	1
10.101 	1
11.1111 	1
12.1212 	1
13.1313 	1
14.1414 	1
15.1515 	1
16.1616 	1
17.1717 	1
18.1818 	1
19.1919 	1
20.202 	0.999999
21.2121 	0.999997
22.2222 	0.999995
23.2323 	0.999993
24.2424 	0.999998
25.2525 	1.00002
26.2626 	1.00006
27.2727 	1.00014
28.2828 	1.00025
29.2929 	1.00037
30.303 	1.00044
31.3131 	1.00031
32.3232 	0.999772
33.3333 	0.998481
34.3434 	0.995981
35.3535 	0.991695
36.3636 	0.98495
37.3737 	0.975018
38.3838 	0.961168
39.3939 	0.942733
40.404 	0.919181
41.4141 	0.890169
42.4242 	0.855594
43.4343 	0.815622
44.4444 	0.770686
45.4545 	0.721468
46.4646 	0.668855
47.4747 	0.613883
48.4848 	0.557672
49.4949 	0.501351
50.5051 	0.446009
51.5152 	0.392633
52.5253 	0.342036
53.5354 	0.294867
54.5455 	0.251585
55.5556 	0.212472
56.5657 	0.177636
57.5758 	0.147041
58.5859 	0.120531
59.596 	0.0978548
60.6061 	0.0786989
61.6162 	0.06271
62.6263 	0.0495187
63.6364 	0.0387565
64.6465 	0.0300709
65.6566 	0.0231341
66.6667 	0.01765
67.6768 	0.0133569
68.6869 	0.0100278
69.697 	0.00747011
70.7071 	0.00552258
71.7172 	0.0040525
72.7273 	0.00295219
73.7374 	0.00213537
74.7475 	0.00153384
75.7576 	0.00109428
76.7677 	0.000775502
77.7778 	0.000546021
78.7879 	0.000382004
79.798 	0.000265593
80.8081 	0.000183533
81.8182 	0.000126072
82.8283 	8.60953e-05
83.8384 	5.84594e-05
84.8485 	3.94724e-05
85.8586 	2.65062e-05
86.8687 	1.77038e-05
87.8788 	1.17624e-05
88.8889 	7.77461e-06
89.899 	5.11287e-06
90.9091 	3.34577e-06
91.9192 	2.17878e-06
92.9293 	1.41208e-06
93.9394 	9.1091e-07
94.9495 	5.84924e-07
95.9596 	3.7391e-07
96.9697 	2.37967e-07
97.9798 	1.50794e-07
98.9899 	9.51489e-08
100 	7.33744e-08
