0 	1
1.0101 	0.999798
2.0202 	0.998399
3.0303 	1.00045
4.0404 	1.0033
5.05051 	0.999942
6.06061 	0.994953
7.07071 	0.998469
8.08081 	1.00631
9.09091 	1.00471
10.101 	0.994144
11.1111 	0.990963
12.1212 	1.00201
13.1313 	1.01235
14.1414 	1.006
15.1515 	0.989549
16.1616 	0.98464
17.1717 	0.999621
18.1818 	1.01783
19.1919 	1.01704
20.202 	0.995736
21.2121 	0.975673
22.2222 	0.978888
23.2323 	1.00476
24.2424 	1.03016
25.2525 	1.03095
26.2626 	1.00374
27.2727 	0.968821
28.2828 	0.953774
29.2929 	0.972246
30.303 	1.01425
31.3131 	1.05337
32.3232 	1.06408
33.3333 	1.03707
34.3434 	0.983921
35.3535 	0.930069
36.3636 	0.901801
37.3737 	0.914372
38.3838 	0.966482
39.3939 	1.04211
40.404 	1.11744
41.4141 	1.16903
42.4242 	1.18038
43.4343 	1.14492
44.4444 	1.06571
45.4545 	0.9528
46.4646 	0.819659
47.4747 	0.67992
48.4848 	0.545032
49.4949 	0.423101
50.5051 	0.318791
51.5152 	0.233625
52.5253 	0.166773
53.5354 	0.116143
54.5455 	0.0790164
55.5556 	0.0525844
56.5657 	0.03427
57.5758 	0.0218953
58.5859 	0.0137275
59.596 	0.00845342
60.6061 	0.00511718
61.6162 	0.00304736
62.6263 	0.00178659
63.6364 	0.00103187
64.6465 	0.000587481
65.6566 	0.000329906
66.6667 	0.000182831
67.6768 	0.000100046
68.6869 	5.40823e-05
69.697 	2.88943e-05
70.7071 	1.52639e-05
71.7172 	7.97615e-06
72.7273 	4.12446e-06
73.7374 	2.11131e-06
74.7475 	1.0703e-06
75.7576 	5.37491e-07
76.7677 	2.67484e-07
77.7778 	1.31953e-07
78.7879 	6.45457e-08
79.798 	3.13162e-08
80.8081 	1.50747e-08
81.8182 	7.20146e-09
82.8283 	3.41507e-09
83.8384 	1.60804e-09
84.8485 	7.52e-10
85.8586 	3.49355e-10
86.8687 	1.61266e-10
87.8788 	7.39852e-11
88.8889 	3.37418e-11
89.899 	1.53005e-11
90.9091 	6.89998e-12
91.9192 	3.09516e-12
92.9293 	1.38133e-12
93.9394 	6.13452e-13
94.9495 	2.7114e-13
95.9596 	1.19325e-13
96.9697 	5.22207e-14
97.9798 	2.29161e-14
98.9899 	9.63348e-15
100 	4.95059e-15
